C6H6(GT),PT08.S2(NMHC),CO
16.9,1208,2.9
3.9,703,1.2
3.1,658,1.1
5.3,776,3.2
8.5,919,4.2
12.4,1064,2.8
4.2,719,0.3
1.9,580,0.4
2.3,603,0.7
2.2,600,0.7
16.5,1196,2.1
9.3,950,1.4
9.7,965,1.6
3.2,665,1.1
9.2,947,1.7
6.3,828,1.1
8.1,902,1.0
6.2,820,1.6
9.8,971,2.1
0.6,454,0.5
2.6,624,1.0
16.3,1190,3.2
9.1,942,2.4
4.0,709,0.6
18.8,1262,4.0
47.5,1920,8.7
17.5,1224,3.9
5.6,794,1.4
18.0,1241,2.8
8.3,910,1.2
1.8,568,0.8
7.5,878,1.0
9.0,941,1.7
1.7,559,0.4
21.8,1347,4.3
22.4,1363,3.6
4.2,721,0.8
2.5,619,0.5
2.8,640,0.9
21.4,1335,4.0
6.0,814,1.7
17.1,1213,2.5
33.5,1632,7.4
6.7,846,1.4
16.6,1198,3.3
23.2,1384,3.2
10.8,1009,2.2
2.2,597,0.9
7.8,889,1.4
8.5,919,4.7
8.5,919,1.1
16.7,1201,3.9
7.4,875,1.4
17.5,1223,4.0
2.6,626,0.5
36.9,1705,6.4
11.2,1021,2.3
17.9,1236,4.4
10.9,1011,2.2
21.6,1341,3.9
1.6,552,0.5
5.4,785,1.1
34.8,1661,6.0
6.3,826,1.5
14.2,1122,2.7
12.9,1082,2.6
19.5,1282,4.4
12.6,1069,2.7
16.0,1178,3.3
4.8,751,0.3
6.6,839,1.5
8.5,919,1.9
5.7,798,1.8
13.2,1090,2.6
36.7,1701,6.2
8.4,914,2.1
15.1,1152,3.4
15.2,1155,3.5
22.0,1352,3.6
11.6,1036,2.4
5.9,808,1.2
7.7,889,1.4
2.0,584,0.6
12.4,1062,2.2
16.7,1201,2.9
5.0,763,0.3
16.8,1203,4.0
5.7,800,1.3
20.3,1304,4.0
6.7,842,1.6
9.7,967,2.2
12.2,1056,2.2
10.7,1003,2.2
9.0,939,2.2
2.3,606,0.4
3.1,661,1.2
3.7,692,0.9
2.3,606,0.2
15.2,1156,2.8
15.7,1169,2.1
8.7,929,1.7
11.5,1031,2.5
11.0,1015,2.5
14.9,1146,3.3
7.9,893,1.7
2.7,635,0.8
5.4,782,1.6
13.2,1091,2.6
5.5,790,0.9
11.2,1023,1.9
8.0,900,1.4
28.3,1510,5.4
2.0,582,0.8
13.0,1083,2.2
2.8,641,0.5
3.8,698,0.6
22.1,1354,4.4
8.7,929,1.8
6.9,851,1.6
17.0,1209,4.2
11.2,1020,2.7
11.6,1035,3.3
1.4,534,0.6
9.4,956,1.9
17.9,1236,3.5
1.1,512,0.7
16.2,1186,2.9
12.8,1079,3.3
4.1,714,0.7
6.4,829,1.9
10.3,989,2.2
3.4,678,1.4
10.7,1005,1.9
4.9,759,1.1
24.6,1419,5.0
7.4,874,2.2
10.5,996,2.0
13.6,1104,2.8
0.2,397,0.2
4.1,718,0.4
3.1,661,1.1
5.6,793,1.5
16.5,1194,4.7
4.1,714,0.9
13.6,1105,2.4
8.5,919,1.5
6.0,812,0.9
2.2,598,0.5
20.7,1316,3.6
7.3,871,1.2
11.6,1035,2.3
4.7,748,1.7
16.1,1183,3.5
1.7,559,0.7
22.7,1370,3.5
7.3,868,1.8
9.5,959,1.5
9.1,942,1.4
15.0,1148,2.7
15.2,1155,2.9
11.2,1021,2.2
18.0,1238,4.2
2.7,631,0.7
7.1,862,1.7
15.8,1175,2.1
19.5,1281,4.0
10.5,997,1.7
10.2,985,1.9
12.4,1064,2.6
22.0,1350,3.8
20.0,1296,4.4
3.3,671,0.8
1.9,580,1.1
4.5,739,1.3
1.3,526,0.4
5.8,800,1.1
1.2,516,0.4
6.4,831,1.0
3.5,683,0.9
4.3,726,0.7
11.8,1042,2.7
4.8,751,1.2
2.4,616,0.6
22.1,1355,4.2
7.9,897,2.5
9.6,962,1.9
15.3,1157,2.8
14.6,1135,2.9
2.8,639,0.6
8.5,919,4.2
7.7,885,1.4
8.8,932,1.3
11.6,1037,2.7
18.8,1264,3.9
5.2,775,1.2
7.0,855,1.3
5.1,769,1.4
11.1,1018,2.7
8.5,919,2.9
9.6,963,1.6
8.5,919,1.5
29.9,1549,4.6
4.4,732,1.5
3.3,672,0.8
12.0,1049,2.3
0.7,466,0.1
0.5,444,0.4
2.4,612,0.4
19.8,1292,3.6
18.1,1241,2.9
4.7,750,1.4
4.9,759,1.4
9.8,971,3.3
2.6,624,1.0
13.4,1098,2.8
4.0,713,0.5
12.7,1074,2.2
4.8,753,1.1
24.0,1404,4.6
18.0,1240,3.9
21.2,1331,3.6
11.2,1022,2.3
1.5,542,0.4
3.3,669,1.0
15.1,1153,3.8
22.3,1358,3.7
8.3,911,2.2
19.4,1280,4.6
8.8,931,2.3
3.5,680,1.0
6.0,814,1.4
18.2,1246,3.7
6.2,819,1.7
1.8,570,0.7
16.1,1183,3.2
21.6,1340,3.2
7.3,870,2.1
8.6,925,1.9
20.6,1314,3.3
3.8,698,1.0
24.3,1411,4.9
9.7,966,1.8
8.5,919,3.4
10.4,992,1.5
17.3,1219,3.3
31.0,1573,6.1
46.3,1897,7.9
8.1,902,1.9
5.9,809,1.3
3.4,677,1.3
2.5,618,0.4
19.3,1278,3.0
5.2,771,1.5
11.9,1045,2.7
7.7,886,1.3
2.5,620,0.5
1.4,538,0.7
8.5,919,7.1
3.3,673,0.7
12.7,1072,2.9
6.1,816,1.1
11.0,1014,2.3
2.4,613,0.4
7.5,880,1.5
7.7,886,1.3
5.8,805,1.1
3.0,650,0.7
20.6,1314,4.1
8.5,919,2.2
2.2,601,0.5
14.5,1133,3.1
11.3,1025,2.7
11.4,1030,2.1
2.9,644,0.9
13.1,1088,2.7
12.9,1081,3.2
22.8,1372,3.7
7.7,888,1.8
9.0,940,2.3
8.5,919,2.0
6.7,842,1.2
6.0,810,0.9
15.4,1161,2.9
9.1,944,2.2
12.6,1070,3.8
25.6,1444,4.6
13.3,1094,2.0
9.3,952,2.1
10.0,979,1.8
4.4,733,1.5
1.4,539,0.6
10.8,1007,1.9
13.0,1084,1.8
3.6,688,0.8
10.6,1000,2.1
14.6,1137,3.2
2.5,622,1.1
3.3,670,0.6
14.1,1121,3.2
10.9,1010,2.2
8.6,923,1.5
8.5,919,2.4
16.7,1200,3.3
1.9,576,0.5
20.6,1314,3.4
3.0,654,0.9
14.4,1129,3.2
11.7,1039,2.3
31.6,1588,8.1
8.4,915,1.6
8.3,911,1.5
13.7,1108,2.2
24.7,1420,4.8
10.2,985,2.0
1.3,525,0.6
3.4,674,1.2
27.3,1486,5.0
13.3,1094,3.2
7.6,881,1.7
3.4,676,0.7
3.8,701,0.9
2.1,588,1.1
4.0,708,0.5
9.5,957,1.8
21.0,1324,4.7
8.5,919,1.4
4.3,727,1.3
19.3,1278,3.4
6.5,835,2.2
6.0,811,1.6
7.8,889,1.6
18.5,1253,3.2
10.5,998,2.1
6.0,811,1.0
63.7,2214,3.1
13.1,1088,3.8
17.7,1231,3.8
1.2,516,0.6
11.0,1016,2.5
15.8,1174,4.5
16.2,1185,2.9
18.3,1248,3.1
11.7,1039,2.0
11.0,1013,2.9
3.0,652,1.1
2.5,616,0.7
17.7,1230,2.5
7.9,897,1.6
15.9,1177,3.0
5.7,797,1.6
21.6,1339,3.9
15.7,1171,2.8
5.6,795,1.4
5.2,771,1.4
15.5,1163,2.4
1.8,568,0.5
7.4,872,2.1
8.5,919,1.7
16.5,1195,2.9
13.8,1110,3.5
22.1,1355,3.8
9.5,958,1.7
7.0,855,1.5
19.5,1283,3.9
15.9,1175,3.3
8.6,926,3.2
16.4,1193,3.7
5.1,769,1.0
14.3,1126,2.1
2.9,649,0.8
21.8,1347,3.1
11.3,1025,3.3
21.7,1342,3.5
10.0,977,2.2
7.5,878,1.9
2.0,582,1.1
0.8,476,0.4
13.0,1084,2.3
4.4,734,1.5
6.2,819,1.7
10.5,996,2.3
2.6,629,1.0
7.1,861,1.8
10.1,980,1.3
2.0,583,0.8
2.1,590,0.5
15.4,1161,3.3
16.7,1202,4.2
18.9,1265,3.3
4.9,757,1.7
8.1,905,1.4
15.1,1152,1.3
2.6,628,0.4
10.8,1007,2.5
18.7,1260,3.7
14.4,1131,2.6
4.3,729,1.3
18.9,1266,3.6
12.6,1069,2.2
6.0,813,1.4
31.2,1578,5.1
8.7,927,1.7
13.7,1106,2.2
28.1,1507,5.9
32.3,1605,6.8
3.0,653,1.4
4.1,716,1.2
2.8,639,0.6
20.8,1319,4.6
3.2,662,0.9
6.3,826,1.1
15.0,1150,2.8
8.5,919,1.7
11.1,1017,2.5
19.5,1282,2.8
27.5,1492,4.7
2.5,618,0.7
8.5,918,1.7
21.8,1346,4.2
8.4,916,2.0
6.6,838,1.5
26.3,1462,5.5
12.3,1059,1.7
6.7,845,1.2
12.9,1080,2.3
2.5,621,1.0
4.8,751,1.4
21.1,1328,3.3
3.3,673,0.8
10.3,987,2.6
7.3,868,1.2
2.0,582,0.7
11.3,1024,2.4
10.0,979,1.5
7.0,857,1.3
3.9,708,0.7
16.1,1184,3.2
0.7,466,0.6
5.4,783,1.7
41.0,1793,8.0
17.9,1236,3.0
10.0,979,1.9
6.7,845,1.2
13.4,1098,3.3
19.7,1288,4.7
22.4,1361,5.1
3.0,651,0.9
15.1,1153,1.5
24.8,1423,4.9
9.4,956,1.5
15.2,1155,3.1
23.2,1382,4.3
24.2,1410,4.6
6.3,828,1.5
7.6,882,1.9
4.3,727,1.0
4.4,731,1.1
5.8,803,1.8
17.0,1210,3.9
4.0,709,1.1
6.1,817,0.8
0.6,459,0.3
3.7,691,1.0
6.2,821,1.7
3.6,689,1.1
12.7,1074,2.0
5.5,789,0.8
16.8,1203,3.2
19.9,1294,4.1
3.5,682,1.2
9.0,941,1.5
8.8,931,2.2
10.5,995,1.9
6.5,833,1.6
8.5,919,1.0
21.5,1336,4.0
4.4,731,1.3
6.1,814,1.1
3.5,680,1.3
15.2,1154,2.7
22.4,1363,4.1
8.6,924,1.9
8.9,935,1.8
37.9,1727,7.5
3.0,651,0.9
17.8,1233,3.0
30.7,1568,5.6
13.0,1084,3.6
5.9,809,1.2
18.9,1265,3.8
7.5,877,2.3
2.6,629,0.5
12.1,1052,1.9
11.4,1028,2.0
1.8,572,0.7
10.7,1002,2.2
5.5,789,1.6
8.5,919,3.2
14.4,1130,3.4
21.7,1344,3.5
20.1,1300,4.7
8.8,931,2.3
1.5,544,0.3
10.0,977,1.6
13.4,1096,2.5
5.3,776,1.3
15.7,1170,3.3
6.9,855,1.7
9.6,961,2.6
17.6,1227,4.3
4.3,730,1.0
17.7,1231,3.3
8.6,923,2.3
2.5,617,0.8
1.3,531,0.7
9.0,940,1.9
10.3,990,2.2
5.3,778,2.1
14.1,1121,3.0
7.1,861,0.8
2.3,604,0.6
9.6,962,1.8
10.7,1004,2.1
15.3,1157,3.0
38.9,1748,6.5
9.7,965,2.2
14.8,1144,2.5
8.6,925,0.1
4.2,719,1.1
6.8,846,0.8
14.6,1136,2.6
11.9,1046,2.1
8.1,903,2.4
7.4,872,1.5
3.6,686,0.7
13.4,1097,2.9
2.3,603,0.5
32.3,1605,5.4
10.1,982,1.4
13.0,1085,4.0
6.0,813,1.1
6.3,828,1.1
8.8,930,1.6
22.8,1373,4.7
5.8,804,1.3
5.5,787,1.3
5.3,781,1.3
3.7,694,1.2
6.2,821,1.5
18.5,1254,1.6
16.3,1190,2.9
5.9,808,1.2
4.6,743,1.0
10.9,1010,2.2
5.1,770,1.3
16.0,1180,3.0
18.2,1246,3.1
6.7,845,1.2
24.8,1425,6.9
6.7,843,1.7
5.0,765,1.1
6.0,812,1.3
13.4,1097,2.6
5.2,776,1.0
15.1,1152,3.1
11.6,1037,1.9
2.3,603,0.8
15.7,1170,2.5
10.5,996,2.3
5.9,805,0.9
11.0,1014,2.0
31.0,1575,5.1
24.6,1418,5.2
20.1,1299,3.3
2.0,583,0.8
20.5,1312,4.8
8.5,919,2.1
15.1,1153,2.9
14.3,1126,3.8
7.6,883,1.8
7.3,870,1.5
14.5,1131,2.8
0.6,453,0.4
8.5,919,1.4
3.8,698,1.0
18.9,1267,4.3
1.0,497,0.6
19.9,1294,3.3
14.7,1140,3.4
15.8,1174,4.1
2.8,637,0.5
6.5,836,1.5
9.9,976,1.3
17.6,1228,4.8
6.2,820,1.6
3.9,705,1.0
8.5,919,2.0
1.7,560,1.0
4.9,761,1.3
9.2,948,1.6
3.9,703,1.3
16.9,1206,1.3
2.3,604,0.5
3.6,687,1.0
8.5,919,1.5
11.5,1034,2.2
17.1,1213,2.0
5.3,776,1.6
13.1,1087,2.3
7.4,873,0.8
16.5,1196,3.4
7.8,891,2.1
19.1,1270,3.5
10.9,1009,2.1
8.5,920,1.3
8.9,935,2.2
21.6,1341,4.1
4.6,742,0.7
3.2,666,1.1
2.5,619,0.5
12.4,1065,2.3
8.6,924,2.2
4.6,744,0.8
3.9,707,0.9
4.7,746,1.0
1.3,532,0.6
8.8,931,2.8
12.6,1072,2.5
10.5,995,2.2
2.6,629,0.7
3.6,690,0.7
8.5,919,1.0
4.7,747,0.8
23.1,1381,4.6
9.3,950,1.7
1.0,495,0.3
7.2,867,1.4
7.9,897,1.5
8.4,918,1.6
2.9,646,1.0
3.1,658,0.6
13.1,1086,2.3
21.5,1338,3.7
15.2,1156,2.4
3.1,659,0.7
15.3,1157,2.5
7.4,872,1.6
10.9,1011,2.3
21.9,1349,4.5
27.1,1482,4.3
27.3,1487,5.3
25.5,1442,5.1
13.4,1097,2.4
20.8,1319,3.6
4.1,718,0.7
6.0,811,0.8
6.2,820,1.0
7.9,895,1.3
18.1,1244,4.4
3.4,675,1.1
14.7,1138,3.2
10.7,1003,2.1
9.7,968,2.4
4.4,733,0.8
2.6,629,1.2
1.7,560,0.7
9.1,945,1.7
3.3,670,0.1
6.1,816,0.9
0.5,440,0.4
3.9,703,1.1
29.5,1539,5.1
9.7,966,2.4
4.4,733,0.4
1.6,553,0.6
7.7,887,1.4
11.1,1019,2.2
15.0,1148,3.7
5.7,796,0.7
3.7,693,1.4
7.4,872,0.9
8.5,919,5.5
7.6,881,1.6
3.2,664,1.0
15.4,1160,2.8
13.6,1105,2.8
2.9,649,1.1
8.5,921,1.4
8.6,925,1.4
13.1,1087,2.9
9.4,954,1.8
10.4,993,2.8
13.8,1110,2.9
10.9,1010,2.1
1.2,520,0.5
4.5,740,1.0
23.3,1386,3.7
5.5,790,1.6
3.7,694,1.3
11.9,1045,2.0
4.8,753,1.4
22.7,1371,4.4
12.0,1050,2.7
5.3,778,1.1
5.4,785,1.0
4.3,726,1.3
3.6,690,0.8
17.6,1227,3.5
19.0,1268,2.8
0.6,459,0.3
1.7,563,0.6
10.1,982,2.0
6.7,842,1.0
45.2,1877,10.1
23.4,1389,4.1
9.2,949,1.6
8.5,919,2.1
13.6,1105,2.2
2.7,636,0.6
3.1,658,0.5
8.7,927,1.8
25.0,1429,3.5
13.4,1096,2.7
9.4,955,2.2
5.2,771,2.4
9.0,938,2.3
4.9,760,0.5
16.3,1189,3.1
17.8,1235,3.7
3.6,689,2.6
11.7,1040,2.6
3.9,705,1.3
7.5,880,2.1
17.4,1222,4.3
5.6,791,1.9
8.8,933,1.6
2.9,644,0.7
1.8,566,1.0
2.7,634,1.1
20.1,1298,4.1
4.7,748,0.8
6.8,850,2.0
21.8,1345,3.6
7.5,879,2.2
13.7,1108,3.0
8.2,909,2.2
15.5,1163,3.0
5.7,797,1.5
14.8,1144,2.6
19.9,1294,4.2
8.5,919,2.6
3.9,707,1.2
9.2,948,2.2
14.3,1126,2.7
25.7,1447,5.8
4.7,747,1.5
4.7,750,1.2
2.6,625,1.0
4.4,735,1.0
18.2,1245,3.3
14.5,1134,2.8
22.3,1358,4.3
10.9,1012,2.1
4.4,734,1.2
13.3,1095,2.9
24.4,1413,4.0
10.3,988,1.9
5.6,794,0.9
1.7,562,0.7
18.0,1240,3.0
6.3,826,1.3
11.3,1024,1.5
15.4,1160,2.8
8.1,901,1.9
9.2,949,1.9
32.6,1610,6.2
14.3,1125,2.0
8.6,922,1.4
11.4,1028,2.9
8.3,910,1.5
18.4,1251,3.1
9.0,938,1.5
2.5,620,0.2
5.8,804,0.3
14.9,1145,2.5
8.5,919,0.6
10.0,977,2.2
13.1,1087,2.0
13.6,1105,3.9
2.1,589,0.4
13.5,1099,2.8
3.9,703,0.1
3.8,697,0.5
16.0,1179,3.0
21.8,1345,4.7
2.4,615,1.1
18.5,1253,3.2
13.6,1105,2.6
0.6,453,0.4
5.0,763,0.7
3.6,686,0.6
16.7,1202,3.8
13.7,1108,3.3
10.2,987,2.5
17.5,1226,3.6
1.6,552,0.9
7.5,880,1.5
41.2,1795,7.3
6.6,841,1.5
2.4,614,2.4
3.5,681,0.9
7.3,869,2.9
3.8,699,2.2
9.9,973,1.8
8.5,919,0.7
18.2,1245,5.4
2.6,623,0.8
11.1,1020,2.1
7.1,860,2.3
19.3,1276,2.6
26.1,1457,5.6
3.1,658,0.6
1.6,552,0.7
6.7,845,1.7
2.0,584,0.8
11.4,1029,2.9
7.8,891,2.1
4.7,748,0.9
8.0,899,1.3
2.7,635,0.5
4.8,753,1.6
2.7,632,0.8
6.9,851,2.0
14.6,1137,3.9
18.3,1247,5.6
8.4,916,1.9
4.6,745,0.7
7.0,859,1.4
20.0,1296,3.5
14.4,1131,3.2
15.9,1177,3.3
1.5,548,0.8
2.6,625,1.0
8.5,919,1.0
5.3,776,1.3
12.5,1067,2.8
3.7,695,1.1
10.2,986,2.2
5.2,772,1.5
18.6,1257,3.9
15.1,1152,2.8
10.7,1005,2.5
11.6,1036,2.5
13.7,1107,3.2
18.1,1244,2.7
7.7,889,1.3
2.6,627,0.7
22.4,1362,4.7
10.7,1003,2.6
3.1,655,0.9
7.1,862,1.1
11.2,1021,1.7
8.5,919,1.7
6.4,830,1.7
7.2,864,1.1
6.9,855,1.5
2.5,620,0.5
3.2,663,0.8
8.5,919,0.9
3.4,675,1.3
5.6,793,1.1
5.4,784,0.6
20.3,1306,3.9
10.0,979,2.1
3.2,665,1.1
5.9,807,1.6
5.0,765,0.3
8.8,930,0.8
8.5,919,1.6
5.2,773,1.5
8.5,919,1.7
12.9,1082,3.1
8.5,919,0.8
6.4,829,1.5
2.1,588,0.5
9.9,976,2.0
11.8,1044,3.1
18.3,1249,3.3
35.2,1669,4.9
4.3,729,1.1
11.1,1019,2.0
3.2,662,0.5
9.8,969,2.2
3.3,670,0.7
12.2,1057,0.4
5.4,782,1.0
0.7,470,0.5
1.8,572,0.8
27.7,1497,5.0
2.9,645,0.3
9.5,958,1.8
15.6,1168,3.4
20.5,1311,3.7
4.3,727,1.0
3.0,655,0.6
17.6,1227,3.9
16.3,1188,2.0
13.0,1084,3.4
27.4,1490,6.1
8.9,937,1.6
5.9,805,1.4
3.6,687,0.7
0.7,470,0.6
11.9,1045,2.4
19.1,1270,3.0
8.5,919,6.4
2.6,623,0.5
1.5,543,0.7
17.8,1235,3.4
7.0,857,1.4
3.0,652,0.5
11.7,1041,2.1
6.2,820,1.3
11.4,1027,2.3
15.3,1157,2.8
11.8,1043,2.9
4.9,759,1.2
23.8,1398,3.7
2.1,591,0.7
19.3,1277,2.7
18.5,1255,3.1
16.6,1197,3.5
11.8,1042,2.4
11.5,1034,2.1
8.3,913,1.9
3.1,656,0.5
8.4,917,1.8
11.9,1046,2.4
16.3,1190,4.0
6.7,844,1.5
7.2,864,0.8
5.8,804,0.9
16.1,1183,3.5
14.5,1133,3.0
4.4,735,0.6
11.1,1017,1.9
19.8,1291,4.0
3.3,669,1.0
2.0,586,0.4
7.3,872,1.9
4.9,758,0.9
7.6,883,1.9
10.6,999,2.8
4.3,729,0.9
8.5,919,2.3
2.7,630,0.9
20.6,1313,3.6
19.5,1282,4.0
12.1,1053,1.9
4.0,711,1.3
6.9,852,1.4
8.4,916,1.6
5.3,778,1.6
16.6,1199,2.4
14.5,1132,4.0
16.6,1197,3.6
14.1,1120,2.6
0.7,461,0.3
12.7,1074,2.7
2.0,582,0.7
16.4,1193,4.3
10.5,998,2.8
3.9,707,1.3
0.6,452,0.4
6.6,837,1.0
14.1,1120,2.4
12.2,1056,2.4
11.1,1017,2.8
8.5,919,4.2
22.4,1362,4.3
24.5,1417,5.6
6.7,843,1.3
7.3,868,2.1
6.1,815,1.0
7.0,856,2.1
14.9,1147,2.5
7.3,868,1.5
8.3,912,1.4
20.3,1306,4.3
20.5,1310,4.8
3.6,691,1.4
9.4,955,2.1
1.3,525,0.6
7.9,896,1.2
3.8,702,0.6
6.7,846,0.7
8.5,919,3.6
36.0,1686,7.7
17.2,1217,3.2
7.0,859,2.8
7.0,856,1.8
15.5,1163,3.4
7.4,873,2.2
13.3,1094,3.6
3.6,687,1.1
11.7,1039,2.6
23.2,1382,3.7
6.5,837,1.4
3.8,702,1.0
0.5,437,0.3
9.9,975,2.3
3.8,702,1.1
7.1,860,2.5
23.0,1378,5.7
10.9,1011,1.9
1.7,561,0.6
4.4,732,1.3
3.0,651,0.5
10.2,985,2.3
19.4,1280,4.4
9.9,974,2.8
9.1,943,2.4
1.8,570,0.8
3.5,682,1.1
6.1,816,0.3
5.8,802,1.3
30.4,1560,5.5
4.9,759,0.4
5.0,764,1.0
8.5,919,1.1
14.3,1126,3.1
3.2,665,1.0
5.3,777,1.4
9.7,967,2.0
11.6,1037,2.1
13.0,1085,4.1
4.8,754,1.0
13.7,1108,2.8
11.4,1027,1.8
9.0,941,1.6
2.7,632,0.7
8.3,910,2.0
4.1,718,1.4
13.2,1090,4.0
7.7,887,2.0
2.4,616,0.8
3.7,691,1.0
8.8,931,2.0
1.9,578,0.4
6.7,842,1.6
9.5,958,2.1
13.6,1102,2.3
6.2,821,0.9
5.7,800,0.7
14.1,1121,2.4
2.8,639,0.9
12.3,1059,1.5
2.9,647,0.6
6.9,854,1.4
2.5,622,0.3
19.5,1282,4.1
9.5,958,2.8
8.5,919,5.4
5.4,785,1.7
7.7,888,1.3
9.7,965,1.9
12.8,1078,3.1
14.8,1143,2.7
4.0,712,1.1
19.3,1277,3.9
19.1,1272,4.1
17.3,1218,3.5
4.7,747,2.6
9.1,943,2.0
3.4,677,0.5
5.3,776,0.8
5.4,783,1.0
16.4,1191,3.2
8.5,919,2.2
5.5,787,1.9
24.8,1424,4.0
6.2,821,1.6
8.1,903,3.5
7.7,885,1.6
7.9,896,1.3
6.2,823,1.2
20.4,1309,3.8
8.5,919,3.6
5.5,786,1.4
16.8,1205,2.8
10.9,1010,1.8
29.1,1531,6.5
7.0,856,1.0
1.4,538,0.4
7.4,875,1.7
23.3,1386,3.6
11.5,1031,2.9
10.2,987,1.8
14.7,1141,3.5
7.4,874,1.4
8.5,919,1.6
12.3,1061,1.9
4.0,709,1.2
19.0,1269,3.9
18.4,1251,3.9
6.7,845,1.7
19.7,1288,3.6
3.2,662,1.0
7.8,893,1.4
6.6,837,1.8
30.5,1562,6.6
9.4,956,2.2
15.1,1152,2.7
2.3,609,0.5
12.4,1065,2.5
12.7,1073,2.3
4.3,728,1.6
1.5,541,0.6
6.4,828,1.3
10.4,993,1.9
3.8,699,0.8
3.2,665,0.5
16.1,1182,3.9
1.9,579,0.6
12.0,1048,2.3
3.2,663,0.7
7.0,858,1.5
13.4,1096,2.2
7.4,872,1.3
15.9,1177,2.9
21.2,1331,4.2
4.2,720,0.7
19.8,1291,4.2
7.9,896,2.3
15.7,1171,2.8
23.7,1396,4.1
8.5,919,3.6
4.0,711,0.9
21.8,1346,3.6
7.7,885,2.1
8.5,919,0.6
2.6,625,1.0
3.1,661,0.1
9.4,957,2.0
18.6,1258,2.8
1.5,544,0.4
6.4,832,1.6
3.4,674,1.0
3.1,661,0.6
16.4,1192,3.1
6.1,816,1.3
3.6,690,0.2
6.2,820,0.9
18.5,1255,3.0
30.4,1561,4.6
22.3,1360,3.8
7.7,886,1.7
20.6,1312,4.2
1.9,578,1.0
20.9,1321,3.8
1.3,530,0.4
1.5,544,0.5
13.7,1108,2.3
4.8,751,1.4
24.5,1417,4.9
6.7,844,1.5
5.7,800,1.1
3.5,684,0.8
14.5,1133,3.2
2.7,632,0.4
23.0,1379,4.5
5.2,772,1.0
1.6,549,0.2
8.5,919,2.0
8.0,898,1.6
8.5,919,2.2
10.6,999,1.7
0.7,470,0.3
5.7,799,1.2
6.3,826,2.4
8.6,925,1.7
4.0,713,1.1
16.3,1188,3.0
15.7,1169,3.1
9.8,970,1.8
2.8,641,1.1
2.3,606,0.7
15.4,1161,3.4
11.4,1029,2.3
20.3,1305,4.0
4.0,711,1.0
6.8,848,1.6
8.8,933,2.2
4.9,760,1.2
17.8,1233,3.2
0.4,427,0.3
21.9,1349,4.3
1.0,500,0.6
29.0,1527,5.7
15.7,1171,3.1
3.3,670,0.9
17.7,1229,3.4
8.7,926,2.3
17.0,1209,3.2
10.6,1002,2.6
8.5,919,2.2
9.2,945,1.7
19.1,1272,3.6
5.6,795,1.6
21.8,1347,3.8
14.3,1125,2.7
21.0,1323,3.7
28.2,1508,5.9
4.1,717,2.4
3.1,659,1.2
4.2,722,0.7
24.4,1413,5.9
8.2,909,2.2
15.7,1171,1.8
20.1,1299,3.5
3.9,705,0.9
2.6,625,0.4
1.9,576,0.8
7.9,895,1.6
7.5,877,1.5
13.0,1085,2.8
31.8,1593,6.7
7.4,875,1.7
2.2,595,0.3
3.2,666,1.0
2.4,610,0.8
4.8,754,1.4
10.0,977,1.6
5.1,767,0.6
21.4,1334,3.5
11.8,1043,2.0
18.7,1261,3.9
24.9,1427,4.3
4.8,754,1.1
32.1,1601,6.1
5.5,789,1.8
10.9,1010,1.6
9.0,939,1.7
2.6,625,1.1
4.3,730,1.3
5.7,799,1.5
6.5,836,1.2
3.8,699,0.4
10.9,1011,2.0
4.9,760,1.1
12.4,1063,2.1
17.7,1230,3.0
3.6,687,0.6
8.1,903,1.9
13.4,1096,2.1
6.8,848,1.1
17.0,1211,3.2
12.4,1062,2.2
1.4,536,0.5
5.7,800,1.4
5.4,782,1.7
1.5,541,0.5
14.1,1121,3.3
1.2,521,0.3
3.6,687,0.7
7.0,856,1.9
10.1,983,1.7
14.2,1122,1.5
10.3,990,1.5
11.8,1042,2.0
2.3,608,1.1
2.7,631,0.6
36.1,1688,5.8
3.6,689,1.0
2.3,609,0.5
5.6,792,0.9
2.2,601,0.8
20.2,1302,4.7
8.5,919,3.3
13.6,1104,3.8
17.8,1235,3.5
10.7,1003,1.9
2.9,645,0.5
1.6,550,1.0
7.7,887,1.2
3.6,689,0.7
10.7,1004,1.7
8.0,900,1.7
9.4,955,1.4
8.5,920,1.9
8.4,917,2.0
10.1,981,2.0
2.9,644,0.9
11.1,1017,3.0
2.8,636,1.1
6.0,813,1.7
5.7,798,1.1
8.7,928,2.0
2.5,620,0.8
5.2,773,2.1
7.0,859,1.1
22.3,1359,4.6
22.0,1352,5.0
7.7,885,1.2
5.6,791,1.4
17.3,1220,3.0
6.6,839,1.4
9.6,962,2.6
11.9,1045,2.2
8.2,906,1.6
4.4,731,1.4
12.3,1061,3.2
3.5,684,0.8
0.8,478,0.4
5.8,803,1.0
35.6,1677,6.9
2.3,604,0.6
9.0,938,1.7
5.7,800,1.3
1.7,557,0.5
5.7,799,1.7
9.0,940,1.6
6.7,846,1.3
48.2,1935,9.2
14.5,1133,2.3
12.3,1060,2.2
4.1,714,1.5
10.9,1013,3.8
14.0,1116,2.7
6.9,853,1.3
11.1,1017,2.5
8.0,900,1.6
19.0,1267,3.9
5.5,786,1.5
5.6,795,1.7
5.6,794,2.0
26.9,1477,4.6
13.6,1102,3.1
8.5,919,2.4
8.5,919,2.5
6.4,831,1.2
20.2,1302,4.9
21.0,1323,4.2
1.5,541,0.5
15.1,1151,3.1
